geoid,name,households,working_age_hh,mhi,wahi,ratio,share_65plus_pct,share_under25_pct,reliable,flag,gap_anchored_mhi,gap_anchored_wahi,gap_anchored_ami
42053,Forest County,1920,975,52191,61061,1.1439,47.8,1.5,0,0,69,80,47
54019,Fayette County,15948,10105,53194,61520,1.1439,34.4,2.2,1,0,226,446,433
3620698,Dobbs Ferry village,3962,2748,165417,177798,1.1438,27.4,3.2,0,0,82,94,73
34033,Salem County,24846,16341,79960,94105,1.1438,32.2,2.0,1,0,89,176,172
48333,Mills County,1799,1062,67620,76961,1.1438,37.7,3.3,1,0,71,79,84
0946450,Meriden city,24631,17350,71253,81120,1.1438,26.1,3.5,1,0,-538,-349,
2079000,Wichita city,158589,107703,64620,74085,1.1438,25.6,6.5,1,0,6019,7980,5661
19153,Polk County,205358,148664,83576,95929,1.1438,21.9,5.7,1,0,6695,5754,3511
4839004,Kermit city,2138,1528,81170,95942,1.1438,23.4,5.1,0,0,55,50,47
18003,Allen County,156570,109251,70737,80973,1.1437,25.0,5.3,1,0,5149,6365,4547
1664090,Pocatello city,22510,15655,60418,69007,1.1437,22.5,8.0,1,0,224,452,466
3954040,Newark city,20276,13589,61670,71485,1.1437,27.2,5.8,1,0,202,660,606
39035,Cuyahoga County,554551,371431,64468,74293,1.1437,29.3,3.7,1,0,9222,16054,12716
06003,Alpine County,435,223,105521,125568,1.1437,48.5,0.2,0,0,5,9,9
1849932,Mishawaka city,22850,15436,54291,61834,1.1437,25.9,6.5,1,0,179,838,1034
41017,Deschutes County,84933,56081,92758,107412,1.1437,31.0,3.0,1,0,-543,-180,-170
48377,Presidio County,2418,1490,43802,49082,1.1436,33.8,4.5,0,0,79,35,43
2567000,Springfield city,57772,42240,52656,60000,1.1436,23.4,3.5,1,0,-1240,-2170,388
2171688,Somerset city,4951,3365,34704,39674,1.1436,26.6,5.5,0,0,-235,-294,122
3971682,Shaker Heights city,12806,8117,104073,119310,1.1436,33.6,3.1,1,0,285,225,281
09120,Greater Bridgeport Planning Region,119633,83507,89667,103442,1.1436,28.3,1.9,1,0,-1420,-196,519
0553390,Paragould city,11680,8092,56980,65665,1.1436,25.2,5.5,1,0,287,697,729
55101,Racine County,80406,54842,78096,89406,1.1435,28.3,3.5,1,0,2567,2440,1876
1213150,Cocoa city,8531,5429,63105,71552,1.1435,35.1,1.3,0,0,-336,-304,157
12123,Taylor County,7976,4840,49073,55549,1.1434,36.7,2.6,0,0,-3,84,264
2415925,Chesapeake Beach town,2554,1741,138895,152188,1.1434,31.4,0.4,0,0,7,16,4
5526275,Fond du Lac city,19018,13184,62260,72190,1.1434,25.4,5.3,1,0,1083,1235,601
08051,Gunnison County,8494,5401,84527,93731,1.1434,21.3,15.1,0,0,-116,-87,74
4256456,Oil City city,3908,2581,51316,60142,1.1433,28.7,5.3,0,0,-9,95,147
2756680,St. Anthony city (Hennepin and Ramsey Counties),4272,2661,97363,110520,1.1433,36.5,1.2,1,0,102,102,89
3032800,Great Falls city,26379,16721,63373,72663,1.1433,31.0,5.7,1,0,808,921,790
2028300,Great Bend city,6043,3970,54139,61555,1.1433,27.2,7.1,0,0,108,176,300
4077550,Vinita city,2053,1365,47025,54696,1.1432,29.1,4.4,1,0,54,79,108
0603386,Azusa city,14870,11141,90721,102236,1.1431,21.7,3.4,1,0,-383,-263,569
3932606,Groveport city,2259,1627,93586,103657,1.1431,22.6,5.4,0,0,63,55,45
4937170,Hurricane city,8432,4717,75016,85753,1.1431,40.6,3.4,0,0,-111,-71,58
24021,Frederick County,104635,76942,122002,140271,1.143,24.6,1.9,1,0,337,1207,835
11001,District of Columbia,324491,246767,109870,126517,1.143,19.3,4.7,1,0,-18,-268,2128
29165,Platte County,43902,31437,96227,110166,1.1429,24.9,3.5,1,0,1396,1057,942
4824000,El Paso city,245346,175023,59745,68295,1.1429,24.4,4.3,1,0,265,3112,7561
0680000,Torrance city,54869,38178,116217,133167,1.1429,29.6,0.8,1,0,-1551,-691,1608
4840264,Lago Vista city,4420,2585,113457,127523,1.1429,40.4,1.1,0,0,-36,-19,-11
1701595,Antioch village,5297,3986,108899,129200,1.1428,20.9,3.8,1,0,38,54,46
45087,Union County,11611,7318,41621,47348,1.1428,33.3,3.7,1,0,-91,-16,341
24009,Calvert County,33465,24089,133922,153900,1.1427,26.6,1.5,1,0,74,213,71
4233088,Hatboro borough,3170,2384,112565,127302,1.1427,22.1,2.6,1,0,24,85,68
1347140,Locust Grove city,3359,2734,75083,85889,1.1427,15.3,3.3,0,0,-17,-15,15
37061,Duplin County,20787,13526,55148,63415,1.1426,29.7,5.2,1,0,362,597,912
26029,Charlevoix County,12267,7458,76531,87898,1.1426,35.9,3.3,1,0,247,271,240
4830920,Greenville city,11774,7470,62781,71574,1.1426,29.2,7.4,1,0,152,265,197
1768003,Schaumburg village,31655,22585,97514,110696,1.1426,25.4,3.2,1,0,456,478,504
38081,Sargent County,1751,1138,77946,87912,1.1426,30.8,4.2,1,0,102,72,33
1746136,Mahomet village,3471,2744,118586,132035,1.1426,17.8,3.2,1,0,5,13,5
22055,Lafayette Parish,100903,73113,67451,77493,1.1425,23.2,4.3,1,0,1225,2666,2747
2701486,Andover city,10970,8049,137593,156976,1.1425,25.8,0.8,1,0,54,79,44
47143,Rhea County,13475,8548,55033,63931,1.1425,32.7,3.9,1,0,514,731,623
48007,Aransas County,12478,7707,69466,78939,1.1425,34.6,3.7,1,0,64,115,145
3665255,Saratoga Springs city,13228,8980,105944,118594,1.1425,30.1,2.0,1,0,145,191,220
3613233,Cedarhurst village,2681,1679,101572,126246,1.1425,33.6,3.8,0,0,41,-70,19
45059,Laurens County,26959,17896,57623,65785,1.1425,30.5,3.2,1,0,477,883,1234
1275812,Wellington village,21859,15470,115632,134530,1.1425,28.4,0.8,1,0,-652,-393,-533
48463,Uvalde County,8417,5621,53801,62555,1.1424,30.3,2.9,0,0,236,355,447
4550695,North Augusta city,11168,7689,86092,97076,1.1424,28.3,2.8,1,0,643,556,616
0678148,Temple City city,11454,8334,104425,120407,1.1423,26.2,1.0,1,0,-172,-192,221
12111,St. Lucie County,137453,84299,71457,81840,1.1423,37.6,1.1,1,0,-1459,-2256,-1946
5525950,Fitchburg city,15703,10726,86516,99915,1.1423,19.6,12.1,1,0,325,632,389
3602044,Amityville village,3945,2262,106285,119864,1.1423,42.2,0.5,0,0,-127,-187,38
1878326,Valparaiso city,14611,9766,69872,79041,1.1423,25.5,7.7,1,0,271,337,176
34041,Warren County,45391,31179,100869,115186,1.1423,30.0,1.3,1,0,498,499,574
30093,Silver Bow County,15419,9630,61754,70018,1.1422,31.2,6.4,1,0,543,470,190
22003,Allen Parish,7854,5540,46469,53368,1.1422,27.2,2.2,0,0,-163,0,206
4810912,Bryan city,33622,23184,59289,67665,1.1421,19.9,11.2,1,0,-622,-327,526
05041,Desha County,4610,3026,37662,43623,1.1421,32.0,2.4,1,0,2,22,173
2537875,Malden city,26042,19696,100606,114917,1.142,19.5,4.9,1,0,-1342,-1347,1500
3628178,Garden City village,7655,5096,244152,258208,1.142,33.0,0.4,0,0,48,63,-2
45085,Sumter County,41083,26900,56693,64868,1.142,29.0,5.5,1,0,284,539,1048
0631260,Gridley city,2475,1783,57974,67411,1.1419,23.4,4.5,0,0,-4,59,73
2076475,Wellington city,2957,1843,50333,57775,1.1419,28.9,8.8,0,0,54,48,104
5379590,Woodinville city,5425,4111,164398,188905,1.1419,22.9,1.3,1,0,130,224,1
3964150,Port Clinton city,2716,1698,60909,71600,1.1418,33.8,3.7,0,0,34,58,38
20115,Marion County,4750,2780,64695,74410,1.1418,37.4,4.1,1,0,118,134,134
3732640,Hope Mills town,6543,4847,65774,74808,1.1418,21.9,4.1,1,0,16,164,165
3964486,Powell city,5163,3645,195495,220532,1.1418,29.0,0.4,0,0,94,110,-7
49029,Morgan County,3785,2707,130929,149432,1.1417,24.0,4.4,1,0,42,51,46
72041,Cidra Municipio,15010,9528,29246,33393,1.1417,34.9,1.7,1,0,550,701,809
48321,Matagorda County,15439,10424,58628,66430,1.1417,28.8,3.7,1,0,87,419,523
1738830,Justice village,4900,3669,57170,68117,1.1417,22.3,2.8,1,0,-393,-99,89
38079,Rolette County,3769,2719,59517,68227,1.1416,25.2,2.7,0,0,148,157,105
2007975,Bonner Springs city,2851,2063,83218,100405,1.1416,22.0,5.6,1,0,106,85,59
28163,Yazoo County,8767,5614,39295,44951,1.1416,29.3,6.7,0,0,-92,-130,230
3825700,Fargo city,59970,40024,66998,76960,1.1416,19.3,14.0,1,0,4175,4821,1804
2614820,Charlotte city,3625,2578,62681,73587,1.1416,25.4,3.5,1,0,127,180,70
54023,Grant County,4393,2606,62361,69448,1.1415,39.6,1.1,0,0,61,64,73
1912765,Charles City city,3223,1914,59180,67786,1.1415,36.7,3.9,1,0,61,87,23
20019,Chautauqua County,1356,825,56438,64466,1.1415,37.3,1.8,1,0,24,34,24
37101,Johnston County,85591,64439,83384,96623,1.1415,23.0,1.8,1,0,980,755,689
13187,Lumpkin County,11669,7174,77448,87614,1.1415,32.5,6.1,1,0,154,130,91
13045,Carroll County,44106,31166,73714,83805,1.1415,24.7,4.6,1,0,219,797,463
4805864,Bastrop city,4917,3555,81551,92190,1.1415,22.3,5.4,0,0,123,125,179
3653682,North Tonawanda city,14015,9495,66961,78085,1.1415,30.2,2.1,1,0,520,485,186
48373,Polk County,19517,12934,62259,72967,1.1414,31.2,2.6,1,0,138,317,560
3629443,Gloversville city,6749,4277,51556,59011,1.1414,28.4,8.2,1,0,82,276,322
54007,Braxton County,4790,2861,50331,57382,1.1414,38.0,2.2,1,0,146,159,157
28017,Chickasaw County,6674,4194,43586,49485,1.1414,33.8,3.4,0,0,384,342,229
1751089,Mount Prospect village,21600,15114,101720,116965,1.1414,28.6,1.4,1,0,260,269,281
4164900,Salem city,67629,46460,75487,86244,1.1413,26.2,5.1,1,0,-149,169,1096
3638264,Jamestown city,12602,8505,43523,50006,1.1413,26.8,5.7,1,0,-45,244,384
2831020,Hattiesburg city,20659,13553,46342,52899,1.1413,19.8,14.6,1,0,-976,-493,933
13259,Stewart County,1771,1221,33250,36771,1.1413,26.5,4.5,0,0,92,110,57
3432250,Hoboken city,28088,23326,180579,203604,1.1412,10.8,6.2,0,0,969,724,875
4224000,Erie city,39848,26846,46113,52657,1.1412,26.7,6.0,1,0,-553,-34,1220
54081,Raleigh County,29004,17877,52150,58953,1.1412,35.5,2.8,1,0,62,322,599
1750621,Morton village,6809,4203,94402,109866,1.1412,36.2,2.1,0,0,113,111,118
15007,Kauai County,23632,14296,97668,110579,1.1412,38.8,0.7,1,0,-220,-203,121
3725300,Fuquay-Varina town,14366,10579,115497,129909,1.1411,24.8,1.6,1,0,104,148,169
1210275,Cape Coral city,82914,51251,78104,89333,1.1411,37.1,1.1,1,0,-2828,-2704,-1386
5544950,Little Chute village,4997,3399,87538,97426,1.1411,20.5,11.4,1,0,379,384,267
2033875,Independence city,3665,2234,51069,58160,1.1411,32.3,6.7,0,0,72,175,105
2178384,Union city,2626,1805,136712,156318,1.1411,28.9,2.4,0,0,33,34,54
4876948,Webster city,5991,4413,61264,70604,1.141,18.7,7.6,0,0,-474,-98,404
2770420,Willmar city,8297,5151,62280,74012,1.141,29.3,8.6,1,0,267,489,231
4845384,McAllen city,48905,36271,61579,70766,1.1409,22.2,3.7,1,0,445,1057,1821
0632506,Hawaiian Gardens city,3948,2866,76341,89745,1.1409,27.4,0.0,1,0,-2,-68,161
4963570,Richfield city,2667,1842,74756,85146,1.1409,23.5,7.5,1,0,142,123,69
5517175,Cottage Grove village,3549,2688,139313,156901,1.1409,21.4,2.9,1,0,85,118,72
3471430,Summit city,8341,6317,190304,223251,1.1409,23.7,0.6,0,0,239,329,-173
29095,Jackson County,306798,215867,68577,78595,1.1409,24.5,5.1,1,0,1124,7085,5855
18083,Knox County,15169,9779,61237,69970,1.1408,29.9,5.7,1,0,774,787,629
3640189,Lackawanna city,8384,5616,52110,59662,1.1408,29.1,3.9,1,0,-118,265,160
12099,Palm Beach County,605430,363269,83581,96138,1.1408,38.2,1.8,1,0,-13184,-13274,-7353
1351492,Milledgeville city,5473,3152,41616,46329,1.1407,19.2,23.2,0,0,-143,-70,239
51003,Albemarle County,45912,29472,104392,119338,1.1407,31.8,4.0,1,0,547,559,777
21077,Gallatin County,3265,2339,63346,74181,1.1407,24.9,3.4,1,0,118,154,76
40083,Logan County,17834,12520,83899,94363,1.1407,27.7,2.1,1,0,307,243,228
2653020,Menominee city,3945,2422,49432,56467,1.1407,34.9,3.7,0,0,98,129,129
06093,Siskiyou County,19079,10746,59095,67779,1.1407,40.5,3.2,1,0,-192,-181,189
1962355,Perry city,3163,2207,68910,77853,1.1407,23.1,7.1,1,0,275,303,66
2521990,Everett city,17466,13872,85218,97140,1.1406,18.5,2.1,1,0,-1377,-1554,1106
1264400,Satellite Beach city,4315,2984,119134,137630,1.1406,30.1,0.8,0,0,17,34,34
31097,Johnson County,1708,1156,57632,66792,1.1406,30.3,2.0,0,0,38,59,43
4548535,Mount Pleasant town,39884,28720,124755,142249,1.1406,26.4,1.6,1,0,-795,-95,-1018
4807300,Bellaire city,6082,4108,244015,250564,1.1406,32.1,0.4,0,0,41,56,29
1738115,Jacksonville city,6745,4410,65432,73586,1.1405,30.6,4.0,1,0,308,311,209
4530985,Greer city,16285,12369,82626,95279,1.1405,20.9,3.1,1,0,644,598,476
0602476,Arcata city,7884,4481,46713,54511,1.1405,24.3,18.8,0,0,-695,-856,-144
5566800,Reedsburg city,4223,2789,75028,85595,1.1405,30.5,3.4,1,0,307,285,174
38023,Divide County,1016,674,91852,106200,1.1405,32.4,1.3,1,0,10,15,22
51047,Culpeper County,18924,13315,100049,114098,1.1404,27.7,1.9,1,0,306,254,241
1348288,Mableton city,29109,22733,77980,90764,1.1404,18.8,3.1,1,0,-177,429,467
05125,Saline County,50203,34416,79046,91086,1.1403,28.1,3.4,1,0,1454,1027,915
13225,Peach County,10598,7148,71293,82182,1.1403,29.4,3.1,1,0,474,579,517
5175216,Staunton city,11309,7165,65581,75509,1.1403,33.5,3.1,1,0,237,399,293
51790,Staunton city,11309,7165,65581,75509,1.1403,33.5,3.1,1,0,237,399,293
24019,Dorchester County,13546,8404,61839,71390,1.1403,36.0,2.0,1,0,96,140,131
4871948,Taylor city,6575,4490,75508,86323,1.1403,30.7,1.0,1,0,126,190,45
45091,York County,113785,82972,89095,102685,1.1403,24.1,2.9,1,0,1120,1976,1298
1866438,Rushville city,2522,1716,53434,62690,1.1403,27.0,4.9,0,0,22,58,181
34039,Union County,203277,148481,103202,118554,1.1402,25.3,1.6,1,0,-1004,-1377,855
39069,Henry County,11451,7496,80099,90251,1.1402,30.0,4.5,1,0,408,393,356
49037,San Juan County,4555,3043,64481,71938,1.1402,31.6,1.6,1,0,126,127,54
29049,Clinton County,8329,5670,70627,81011,1.1402,29.0,2.9,1,0,309,358,118
3539940,Las Vegas city,5948,3498,45125,51361,1.1401,32.1,9.0,1,0,-81,12,152
4640220,Madison city,2573,1568,65593,75088,1.1401,30.2,8.9,0,0,33,69,76
2706382,Blaine city,25794,19468,106801,123155,1.1401,22.9,1.6,1,0,30,95,143
4152100,Newberg city,9747,6725,93232,103166,1.1401,26.1,4.9,1,0,125,127,-93
20133,Neosho County,6464,3825,56618,65703,1.1401,33.8,7.0,0,0,141,168,91
1261500,Rockledge city,12275,7607,84255,96697,1.14,36.1,1.9,1,0,-215,-79,-50
47097,Lauderdale County,9325,6102,49879,56826,1.14,28.3,6.3,1,0,141,277,438
1047030,Middletown town,9013,6474,112831,129634,1.14,26.9,1.3,0,0,206,190,180
4211720,Catasauqua borough,2778,2063,85049,89360,1.14,20.6,5.1,0,0,122,104,66
53009,Clallam County,35046,18633,70370,80549,1.1399,44.9,1.9,1,0,302,654,561
21163,Meade County,11007,7900,74355,84341,1.1399,25.1,3.2,1,0,495,453,350
0446000,Mesa city,198498,134668,82752,94486,1.1399,27.5,4.6,1,0,-2857,174,1260
2718116,Eden Prairie city,25665,18674,130489,148233,1.1398,25.5,1.7,1,0,289,474,299
1270345,Sweetwater city,6721,4590,54967,61565,1.1398,27.6,4.2,0,0,110,-74,-57
5135624,Harrisonburg city,17360,10960,62254,73206,1.1398,18.6,18.2,1,0,255,479,528
51660,Harrisonburg city,17360,10960,62254,73206,1.1398,18.6,18.2,1,0,255,479,528
2537000,Lowell city,43183,33333,78658,89617,1.1397,19.0,3.8,1,0,-1089,-528,1910
1722073,East Moline city,8617,5789,61779,70531,1.1397,27.5,5.3,1,0,241,390,319
4947950,Mapleton city,3677,2533,133142,159010,1.1397,28.2,2.9,1,0,-43,13,-40
13121,Fulton County,462481,352289,95292,108778,1.1397,19.3,4.6,1,0,-4527,-830,89
3731060,Hickory city,18042,12181,64576,73026,1.1397,26.9,5.6,1,0,481,659,737
2612320,Cadillac city,4531,2661,51773,59883,1.1397,33.4,7.9,1,0,107,138,99
5187712,Woodstock town,2088,1454,76100,86257,1.1397,24.9,5.5,0,0,212,291,288
2757130,St. Joseph city,2302,1599,74946,85369,1.1396,21.6,8.9,0,0,-60,15,54
54051,Marshall County,12487,7775,59169,67500,1.1396,35.4,2.3,1,0,49,116,279
2737502,Little Canada city,4411,2933,77957,88134,1.1396,30.8,2.7,0,0,8,69,34
2208920,Bossier City city,25926,18150,55819,63714,1.1396,24.3,5.7,1,0,-395,77,923
28107,Panola County,12312,8023,45945,52657,1.1396,32.4,2.5,0,0,-96,-6,308
1749867,Moline city,18289,12009,67701,78046,1.1394,29.7,4.7,1,0,218,515,484
2143480,La Grange city,3777,2659,88464,101420,1.1394,23.7,5.9,0,0,105,99,103
4847700,Mercedes city,5205,3490,46904,52930,1.1394,30.4,2.5,0,0,-97,-30,181
4950150,Millcreek city,25920,18381,98045,111804,1.1393,24.6,4.4,1,0,642,484,338
4139700,Klamath Falls city,9239,6282,46693,54241,1.1393,23.0,9.0,1,0,-150,-46,136
0685446,Wildomar city,10760,7481,103506,118872,1.1392,29.1,1.4,1,0,59,21,28
13123,Gilmer County,13015,7630,74499,84887,1.1392,39.6,1.8,1,0,289,377,369
0510300,Cabot city,10160,7498,75000,85440,1.1392,23.5,2.7,1,0,342,363,299
3474630,Union City city,25725,19670,64310,73428,1.1392,20.3,3.2,1,0,-2105,-1682,1156
4233408,Hazleton city,11599,8392,46177,52192,1.1392,25.1,2.6,1,0,-398,-419,380
1249475,North Miami Beach city,15303,10703,63280,73277,1.1391,27.6,2.5,1,0,-805,-752,-13
28081,Lee County,32591,23338,67863,77763,1.1391,24.9,3.5,1,0,455,739,742
2127802,Flatwoods city,2866,1893,59972,68292,1.1391,32.7,1.3,0,0,73,90,69
2545000,New Bedford city,42271,29883,56981,65028,1.139,25.0,4.3,1,0,-1035,-471,849
55059,Kenosha County,68904,48838,81239,92982,1.139,25.4,3.7,1,0,1613,1711,1161
5526982,Fox Crossing village,8806,6029,79187,93371,1.139,24.4,7.1,0,0,893,770,641
37113,Macon County,18406,10367,59061,67656,1.139,39.4,4.3,1,0,443,549,603
29141,Morgan County,8699,5125,53412,60503,1.139,39.2,1.9,1,0,35,54,185
3684000,Yonkers city,81645,57566,83549,94999,1.1389,27.7,1.8,1,0,-3742,-2942,2293
20165,Rush County,1387,803,59970,68296,1.1389,35.3,6.8,1,0,39,44,30
3968686,Rossford city,2759,1942,71199,82968,1.1389,26.6,3.0,0,0,34,86,99
05001,Arkansas County,6705,4381,53164,60931,1.1389,31.5,3.1,0,0,150,283,293
3725480,Garner town,13899,9779,78756,92214,1.1389,26.3,3.3,0,0,-374,-137,239
55129,Washburn County,7566,4464,63441,72730,1.1389,38.6,2.4,1,0,138,141,104
2684000,Warren city,54744,39385,64016,72108,1.1388,26.1,2.0,1,0,-79,881,855
48179,Gray County,7991,5280,59614,68027,1.1388,28.3,5.6,0,0,248,229,177
0686328,Woodland city,21100,15616,90180,104244,1.1388,23.2,2.8,1,0,158,262,119
0124184,Enterprise city,11185,7979,73125,83345,1.1388,24.2,4.5,1,0,499,616,562
4101000,Albany city,21933,15058,78114,88790,1.1388,27.7,3.7,1,0,232,366,557
72109,Patillas Municipio,6434,3672,24396,27488,1.1388,41.6,1.3,1,0,-116,-58,-33
47075,Haywood County,7167,4512,50472,57640,1.1388,33.3,3.7,1,0,89,186,316
18007,Benton County,3454,2423,65875,76204,1.1387,28.3,1.6,1,0,106,102,42
41043,Linn County,50729,33243,76329,86936,1.1387,30.5,4.0,1,0,231,746,1348
2635100,Greenville city,3854,2269,63285,69697,1.1387,32.5,8.6,0,0,78,110,131
4206928,Blakely borough,2982,1748,55855,64156,1.1387,41.4,0.0,0,0,110,210,59
47019,Carter County,24425,15073,50135,57092,1.1386,35.5,2.8,1,0,862,684,612
0642524,Lompoc city,14199,10095,72004,81194,1.1386,24.3,4.6,1,0,-660,-353,525
4858820,Port Arthur city,21630,15150,46354,53171,1.1386,24.8,5.1,1,0,-531,-425,421
0165208,Robertsdale city,2711,1899,59152,67246,1.1386,29.5,0.4,0,0,52,65,-61
22105,Tangipahoa Parish,51999,36009,56760,65758,1.1385,26.1,4.7,1,0,-176,683,1239
29169,Pulaski County,16851,12281,64466,75119,1.1385,19.7,7.4,1,0,783,1064,1146
2676460,Sterling Heights city,51736,34934,79909,91045,1.1385,29.9,2.6,1,0,374,335,389
36105,Sullivan County,31434,20523,72382,83089,1.1385,32.1,2.6,1,0,682,581,297
1779267,Wauconda village,5039,3922,111239,128596,1.1385,19.8,2.4,1,0,102,74,76
08067,La Plata County,24378,16157,86056,97654,1.1385,29.2,4.6,1,0,-407,-122,78
13279,Toombs County,10409,6781,52621,60631,1.1385,30.3,4.6,1,0,290,716,619
0135896,Hoover city,37002,26065,109253,122689,1.1385,25.5,4.0,1,0,993,498,1192
09160,Northwest Hills Planning Region,47845,30617,93551,106635,1.1384,34.1,1.9,1,0,949,839,467
5502375,Appleton city,31030,21841,80483,93018,1.1384,25.8,3.8,1,0,1598,1230,809
0640354,La Quinta city,15962,8266,99250,113262,1.1384,47.1,1.1,1,0,-196,-170,-112
3231900,Henderson city,132573,89323,90138,103975,1.1384,30.9,1.8,1,0,-3267,-1030,-1004
3673000,Syracuse city,59816,41126,47819,54400,1.1383,24.1,7.1,1,0,-3406,-2066,1567
2634000,Grand Rapids city,80222,56989,69108,79584,1.1383,20.9,8.1,1,0,-125,1145,1829
2747221,North St. Paul city,4747,3149,84797,96846,1.1383,26.0,7.7,1,0,37,19,17
48235,Irion County,588,384,70357,82831,1.1383,33.3,1.4,0,0,7,23,26
29051,Cole County,31086,20706,74876,85179,1.1383,28.6,4.7,1,0,1645,1441,791
3452320,North Arlington borough,6649,4855,94201,108316,1.1382,25.7,1.3,0,0,101,228,273
3441310,Long Branch city,13140,8639,79653,90298,1.1382,28.5,5.7,1,0,-625,-718,-31
3454990,Oradell borough,2669,1909,221322,247767,1.1382,27.1,1.3,0,0,25,36,12
3430570,Hawthorne borough,7607,5164,110237,125434,1.1382,31.0,1.1,1,0,114,51,83
31013,Box Butte County,4505,2870,68892,77529,1.1382,31.3,5.0,1,0,128,158,100
22075,Plaquemines Parish,8218,6054,86315,98989,1.1382,24.8,1.5,1,0,6,119,20
5322640,Everett city,44647,33364,83512,94791,1.1381,22.0,3.3,1,0,-1754,-1004,1184
3413690,Clifton city,33614,23061,98237,111919,1.138,30.3,1.1,1,0,-1129,-573,394
17125,Mason County,5781,3666,62845,71199,1.138,33.4,3.2,1,0,180,160,78
0178552,Vestavia Hills city,13840,9710,134369,152342,1.138,26.8,3.0,1,0,54,97,71
5524550,Evansville city,2607,2015,81149,95250,1.138,19.7,3.0,0,0,193,117,115
29113,Lincoln County,22817,16522,89278,101131,1.1379,24.2,3.4,1,0,330,374,335
4147000,Medford city,34813,23039,73230,82859,1.1379,30.7,3.2,1,0,-104,492,813
72107,Orocovis Municipio,7028,4422,20302,23054,1.1379,36.4,0.7,0,0,71,48,225
5336745,Lacey city,23430,15439,90625,103917,1.1379,29.4,4.7,1,0,-774,-458,-330
54029,Hancock County,12824,7861,61466,70613,1.1379,36.5,2.2,1,0,410,548,559
0648354,Modesto city,72989,52531,79891,91077,1.1378,25.3,2.8,1,0,-2801,-2417,-1152
3758860,Salisbury city,14043,9316,53716,61466,1.1378,27.8,5.8,1,0,-234,10,509
2255000,New Orleans city,155821,110409,56631,64550,1.1378,26.8,2.4,1,0,-6734,-5478,109
22071,Orleans Parish,155821,110409,56631,64550,1.1378,26.8,2.4,1,0,-6734,-5478,109
2364675,Saco city,8998,6558,92241,103284,1.1378,26.0,1.1,1,0,-17,111,111
4659020,Sioux Falls city,85992,60619,75970,86566,1.1377,21.8,7.7,1,0,5376,4772,1583
47007,Bledsoe County,4858,3162,54720,62407,1.1377,33.2,1.7,0,0,112,205,133
18039,Elkhart County,72309,50414,68561,79355,1.1377,25.9,4.3,1,0,1829,2801,2301
21225,Union County,5198,3480,60327,68701,1.1377,31.4,1.6,1,0,208,251,278
3067900,Sidney city,2505,1913,62538,72244,1.1376,17.9,5.7,0,0,159,127,49
4865516,San Juan city,10440,7723,56562,64079,1.1376,24.7,1.3,1,0,33,151,145
4830644,Grapevine city,21593,16114,111376,128226,1.1375,21.3,4.1,1,0,113,362,113
4967440,Sandy city,33568,23424,112176,128294,1.1375,27.4,2.8,1,0,282,331,300
0473000,Tempe city,78279,52688,79663,91893,1.1375,16.1,16.6,1,0,-3897,-2590,-234
2903592,Battlefield city,2535,1652,94542,105350,1.1375,29.3,5.5,0,0,114,75,119
5475292,South Charleston city,6189,3951,63884,76317,1.1375,32.4,3.7,0,0,108,178,206
5116000,Chesapeake city,93626,68322,95373,109022,1.1374,24.3,2.8,1,0,142,453,492
51550,Chesapeake city,93626,68322,95373,109022,1.1374,24.3,2.8,1,0,142,453,492
01123,Tallapoosa County,17076,10871,59356,67541,1.1374,34.5,1.8,1,0,449,468,404
0428380,Goodyear city,38188,25637,103319,117565,1.1374,31.2,1.7,1,0,-741,-484,-591
12105,Polk County,289425,188619,65978,76088,1.1373,31.9,2.9,1,0,-335,980,428
0444270,Marana town,21767,14197,112606,125987,1.1373,33.0,1.8,1,0,146,224,112
17201,Winnebago County,116014,76918,65837,75317,1.1373,30.0,3.7,1,0,2645,4222,3380
